pi,ri,ty,ct,st,rn,lt,et,cs,cr,con
r1Gpf4wsiZ,4-20200812120154881,4,20200812T120154,66198,4-20200812120154881,20200812T120154,20220812T120154,7,Sfilab06,1796383,4-20200812120154881
r1Gpf4wsiZ,4-20200812115741245,4,20200812T115741,66197,4-20200812115741244,20200812T115741,20220812T115741,7,Sfilab06,2183061,4-20200812115741245
r1Gpf4wsiZ,4-20200812115213097,4,20200812T115213,66196,4-20200812115213097,20200812T115213,20220812T115213,7,Sfilab06,3682774,4-20200812115213097
r1Gpf4wsiZ,4-20200812114727935,4,20200812T114727,66195,4-20200812114727934,20200812T114727,20220812T114727,7,Sfilab06,1219664,4-20200812114727935
r1Gpf4wsiZ,4-20200812114203745,4,20200812T114203,66194,4-20200812114203745,20200812T114203,20220812T114203,7,Sfilab06,1000247,4-20200812114203745
r1Gpf4wsiZ,4-20200812113717580,4,20200812T113717,66193,4-20200812113717580,20200812T113717,20220812T113717,7,Sfilab06,2397800,4-20200812113717580
r1Gpf4wsiZ,4-20200812113154263,4,20200812T113154,66192,4-20200812113154263,20200812T113154,20220812T113154,7,Sfilab06,2179150,4-20200812113154263
r1Gpf4wsiZ,4-20200812112715753,4,20200812T112715,66191,4-20200812112715752,20200812T112715,20220812T112715,7,Sfilab06,1962992,4-20200812112715753
r1Gpf4wsiZ,4-20200812112154047,4,20200812T112154,66190,4-20200812112154047,20200812T112154,20220812T112154,7,Sfilab06,1258563,4-20200812112154047
r1Gpf4wsiZ,4-20200812111705880,4,20200812T111705,66189,4-20200812111705880,20200812T111705,20220812T111705,7,Sfilab06,1518231,4-20200812111705880
r1Gpf4wsiZ,4-20200812111147223,4,20200812T111147,66188,4-20200812111147223,20200812T111147,20220812T111147,7,Sfilab06,1782794,4-20200812111147223
r1Gpf4wsiZ,4-20200812110631513,4,20200812T110631,66187,4-20200812110631513,20200812T110631,20220812T110631,7,Sfilab06,1639115,4-20200812110631513
r1Gpf4wsiZ,4-20200812110152353,4,20200812T110152,66186,4-20200812110152353,20200812T110152,20220812T110152,7,Sfilab06,1450339,4-20200812110152353
r1Gpf4wsiZ,4-20200812105629163,4,20200812T105629,66185,4-20200812105629162,20200812T105629,20220812T105629,7,Sfilab06,1181461,4-20200812105629163
